time,y_hif,y_o2,y_p300,y_p53,y_casp,y_kp
24.2000,0.54553260,2.64913952,0.46341223,0.45420590,0.56243397,1.16350889
24.3000,0.54506711,2.65113501,0.46433216,0.45464059,0.56223962,1.16486416
24.4000,0.54460717,2.65310952,0.46524633,0.45507088,0.56204275,1.16621506
24.5000,0.54415270,2.65506333,0.46615477,0.45549684,0.56184343,1.16756161
24.6000,0.54370361,2.65699668,0.46705750,0.45591850,0.56164172,1.16890383
24.7000,0.54325984,2.65890982,0.46795455,0.45633590,0.56143768,1.17024172
24.8000,0.54282129,2.66080300,0.46884596,0.45674908,0.56123140,1.17157532
24.9000,0.54238790,2.66267647,0.46973175,0.45715810,0.56102292,1.17290462
25.0000,0.54195958,2.66453046,0.47061195,0.45756299,0.56081232,1.17422964
25.1000,0.54153627,2.66636523,0.47148659,0.45796379,0.56059966,1.17555040
25.2000,0.54111789,2.66818099,0.47235569,0.45836054,0.56038499,1.17686691
25.3000,0.54070437,2.66997798,0.47321929,0.45875329,0.56016838,1.17817918
25.4000,0.54029563,2.67175644,0.47407741,0.45914207,0.55994989,1.17948722
25.5000,0.53989162,2.67351658,0.47493009,0.45952692,0.55972957,1.18079104
25.6000,0.53949226,2.67525863,0.47577734,0.45990789,0.55950749,1.18209066
25.7000,0.53909749,2.67698280,0.47661921,0.46028502,0.55928369,1.18338608
25.8000,0.53870724,2.67868931,0.47745571,0.46065833,0.55905824,1.18467732
25.9000,0.53832144,2.68037837,0.47828688,0.46102787,0.55883119,1.18596438
26.0000,0.53794004,2.68205020,0.47911273,0.46139369,0.55860260,1.18724727
26.1000,0.53756297,2.68370500,0.47993332,0.46175580,0.55837250,1.18852600
26.2000,0.53719017,2.68534297,0.48074865,0.46211426,0.55814097,1.18980058
26.3000,0.53682159,2.68696431,0.48155875,0.46246910,0.55790804,1.19107101
26.4000,0.53645715,2.68856922,0.48236367,0.46282035,0.55767378,1.19233731
26.5000,0.53609682,2.69015791,0.48316342,0.46316805,0.55743822,1.19359948
26.6000,0.53574052,2.69173055,0.48395803,0.46351224,0.55720141,1.19485752
26.7000,0.53538820,2.69328735,0.48474753,0.46385295,0.55696341,1.19611144
26.8000,0.53503981,2.69482848,0.48553194,0.46419022,0.55672426,1.19736126
26.9000,0.53469530,2.69635413,0.48631130,0.46452409,0.55648401,1.19860696
27.0000,0.53435460,2.69786449,0.48708564,0.46485457,0.55624270,1.19984857
27.1000,0.53401768,2.69935973,0.48785497,0.46518172,0.55600037,1.20108608
27.2000,0.53368448,2.70084004,0.48861933,0.46550556,0.55575708,1.20231950
27.3000,0.53335494,2.70230558,0.48937874,0.46582613,0.55551285,1.20354883
27.4000,0.53302902,2.70375653,0.49013324,0.46614346,0.55526774,1.20477407
27.5000,0.53270667,2.70519306,0.49088285,0.46645758,0.55502179,1.20599524
27.6000,0.53238784,2.70661534,0.49162759,0.46676852,0.55477503,1.20721234
27.7000,0.53207249,2.70802353,0.49236750,0.46707632,0.55452751,1.20842536
27.8000,0.53176057,2.70941779,0.49310260,0.46738101,0.55427926,1.20963431
27.9000,0.53145203,2.71079829,0.49383292,0.46768262,0.55403032,1.21083920
28.0000,0.53114683,2.71216519,0.49455848,0.46798118,0.55378074,1.21204002
28.1000,0.53084492,2.71351864,0.49527931,0.46827672,0.55353055,1.21323679
28.2000,0.53054626,2.71485879,0.49599544,0.46856927,0.55327978,1.21442949
28.3000,0.53025082,2.71618580,0.49670690,0.46885886,0.55302847,1.21561815
28.4000,0.52995854,2.71749982,0.49741370,0.46914552,0.55277665,1.21680274
28.5000,0.52966938,2.71880100,0.49811589,0.46942929,0.55252437,1.21798329
28.6000,0.52938331,2.72008949,0.49881348,0.46971018,0.55227165,1.21915979
28.7000,0.52910029,2.72136542,0.49950649,0.46998823,0.55201852,1.22033224
28.8000,0.52882027,2.72262894,0.50019497,0.47026347,0.55176503,1.22150064
28.9000,0.52854322,2.72388019,0.50087893,0.47053593,0.55151120,1.22266500
29.0000,0.52826910,2.72511931,0.50155840,0.47080563,0.55125706,1.22382532
29.1000,0.52799787,2.72634644,0.50223340,0.47107260,0.55100265,1.22498159
29.2000,0.52772949,2.72756170,0.50290396,0.47133687,0.55074798,1.22613383
29.3000,0.52746394,2.72876525,0.50357011,0.47159846,0.55049311,1.22728202
29.4000,0.52720117,2.72995719,0.50423187,0.47185741,0.55023804,1.22842618
29.5000,0.52694114,2.73113768,0.50488927,0.47211374,0.54998282,1.22956629
29.6000,0.52668383,2.73230682,0.50554233,0.47236747,0.54972746,1.23070237
29.7000,0.52642920,2.73346475,0.50619108,0.47261864,0.54947201,1.23183442
29.8000,0.52617722,2.73461160,0.50683554,0.47286726,0.54921647,1.23296243
29.9000,0.52592784,2.73574749,0.50747574,0.47311337,0.54896089,1.23408640
30.0000,0.52568105,2.73687253,0.50811170,0.47335698,0.54870528,1.23520634
30.1000,0.52543681,2.73798685,0.50874346,0.47359813,0.54844967,1.23632224
30.2000,0.52519508,2.73909056,0.50937102,0.47383684,0.54819409,1.23743412
30.3000,0.52495584,2.74018379,0.50999443,0.47407313,0.54793856,1.23854196
30.4000,0.52471906,2.74126664,0.51061369,0.47430703,0.54768310,1.23964576
30.5000,0.52448470,2.74233924,0.51122885,0.47453856,0.54742774,1.24074554
30.6000,0.52425274,2.74340168,0.51183991,0.47476775,0.54717250,1.24184128
30.7000,0.52402314,2.74445410,0.51244692,0.47499461,0.54691741,1.24293300
30.8000,0.52379588,2.74549658,0.51304988,0.47521918,0.54666248,1.24402068
30.9000,0.52357093,2.74652924,0.51364883,0.47544147,0.54640773,1.24510433
31.0000,0.52334826,2.74755219,0.51424378,0.47566152,0.54615320,1.24618396
31.1000,0.52312785,2.74856553,0.51483477,0.47587933,0.54589889,1.24725955
31.2000,0.52290966,2.74956937,0.51542181,0.47609494,0.54564483,1.24833112
31.3000,0.52269368,2.75056380,0.51600494,0.47630836,0.54539104,1.24939866
31.4000,0.52247987,2.75154893,0.51658416,0.47651962,0.54513754,1.25046217
31.5000,0.52226820,2.75252487,0.51715952,0.47672874,0.54488435,1.25152165
31.6000,0.52205866,2.75349169,0.51773102,0.47693575,0.54463148,1.25257711
31.7000,0.52185122,2.75444951,0.51829870,0.47714065,0.54437895,1.25362854
31.8000,0.52164585,2.75539842,0.51886258,0.47734348,0.54412679,1.25467594
31.9000,0.52144253,2.75633852,0.51942268,0.47754425,0.54387501,1.25571933
32.0000,0.52124123,2.75726989,0.51997901,0.47774299,0.54362362,1.25675868
32.1000,0.52104194,2.75819264,0.52053162,0.47793972,0.54337264,1.25779402
32.2000,0.52084462,2.75910684,0.52108051,0.47813445,0.54312210,1.25882533
32.3000,0.52064925,2.76001260,0.52162572,0.47832721,0.54287200,1.25985262
32.4000,0.52045582,2.76091000,0.52216726,0.47851801,0.54262236,1.26087589
32.5000,0.52026430,2.76179913,0.52270515,0.47870688,0.54237319,1.26189514
32.6000,0.52007466,2.76268007,0.52323943,0.47889383,0.54212452,1.26291037
32.7000,0.51988689,2.76355292,0.52377010,0.47907889,0.54187635,1.26392158
32.8000,0.51970096,2.76441774,0.52429720,0.47926208,0.54162870,1.26492878
32.9000,0.51951686,2.76527464,0.52482074,0.47944340,0.54138159,1.26593196
33.0000,0.51933455,2.76612369,0.52534075,0.47962289,0.54113502,1.26693113
33.1000,0.51915403,2.76696498,0.52585725,0.47980056,0.54088901,1.26792629
33.2000,0.51897527,2.76779857,0.52637026,0.47997642,0.54064358,1.26891743
33.3000,0.51879825,2.76862456,0.52687981,0.48015051,0.54039873,1.26990457
33.4000,0.51862295,2.76944303,0.52738590,0.48032282,0.54015448,1.27088769
33.5000,0.51844936,2.77025404,0.52788857,0.48049339,0.53991084,1.27186682
33.6000,0.51827744,2.77105767,0.52838784,0.48066223,0.53966782,1.27284193
